,cpu,gpu,model,ram
2629,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,X5 Max Pro LTE Dual SIM,2.00
2630,"MediaTek MT6735P, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,P77 LTE Dual SIM,1.00
2631,"Qualcomm Snapdragon 618 MSM8956 / Snapdragon 650, 2015, 64 bit, hexa-core, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 510 GPU",Qualcomm Adreno 510,Mi Max Dual SIM TD-LTE TW 32GB 2016002,3.00
2632,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Hongmi 4 / Redmi 4 Premium Edition Dual SIM TD-LTE CN 32GB 2016060,3.00
2633,"MediaTek MT6755 (Helio P10), 2015, 64 bit, octa-core, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,m3 Max S685Q Dual SIM TD-LTE 64GB / S685C,3.00
2634,"MediaTek MT6735, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,T708V TD-LTE Dual SIM,1.00
2635,"Qualcomm Snapdragon 400 MSM8926, 2013, 32 bit, quad-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 305 GPU",Qualcomm Adreno 305,Spray 4G TD-LTE 402LG,1.50
2636,"Qualcomm Snapdragon Wear 2100 MSM8909w, 2016, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,IF-W520S JooN3 LTE Kid Smartwatch,1.50
2637,"Qualcomm Snapdragon Wear 2100 MSM8909w, 2016, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,IF-W565S Smartwatch,1.50
2638,"Qualcomm Snapdragon Wear 2100 MSM8909w, 2016, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,IF-W510S JooN2 Kid Smartwatch,1.50
2639,"Qualcomm Snapdragon Wear 2100 MSM8909w, 2016, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,IF-W509S JooN1 Kid Smartwatch,1.50
2640,"Qualcomm Snapdragon 820 MSM8996, 2015, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,Nubia Z11 Dual SIM LTE US 64GB NX531J,4.00
2641,"Samsung Exynos 7 Octa 7580, 2015, 64 bit, octa-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,SM-A510F Galaxy A5 2016 TD-LTE,2.00
2642,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,K500dsZ X Series X Screen Dual SIM LTE,2.00
2643,"MediaTek MT6797M (Helio X20), 2016, 64 bit, deca-core, 20 nm, ARM Mali-T880 GPU",ARM Mali-T880MP4,MX6 M685M Standard Edition Dual SIM TD-LTE,3.00
2644,"Qualcomm Snapdragon 617 MSM8952, 2015, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,UK750 G Pad X II 10.1 LTE / G Pad X2,2.00
2645,"MediaTek MT6735, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,F5W TD-LTE Dual SIM,2.00
2646,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,ZenFone Go Dual SIM TD-LTE TW JP ZB552KL 32GB,2.00
2647,"MediaTek MT6797M (Helio X20), 2016, 64 bit, deca-core, 20 nm, ARM Mali-T880 GPU",ARM Mali-T880MP4,MX6 M685Q Standard Edition Dual SIM TD-LTE / M685C,3.00
2648,"Samsung Exynos 7 Octa 7420, 2015, 64 bit, octa-core, 2048 Kbyte L2, 14 nm, ARM Mali-T760 GPU",ARM Mali-T720,SM-A810S Galaxy A8 2016 TD-LTE,3.00
2649,"Samsung Exynos 7 Octa 7870 (Joshua), 2016, 64 bit, octa-core, 14 nm, ARM Mali-T830 GPU",ARM Mali-T830MP2,SM-G610Y/DS Galaxy J7 Prime Duos TD-LTE,3.00
2650,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,ZenFone Go Dual SIM TD-LTE CN IN ZB552KL 16GB,2.00
2651,"MediaTek MT6755 (Helio P10), 2015, 64 bit, octa-core, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,BV6000 Dual SIM LTE-A,3.00
2652,"Samsung Exynos 7 Octa 7870 (Joshua), 2016, 64 bit, octa-core, 14 nm, ARM Mali-T830 GPU",ARM Mali-T830,SM-J710FZ Galaxy On8 Duos TD-LTE / Galaxy J7 2016,2.00
2653,"Samsung Exynos 7 Quad 7570, 2016, 64 bit, quad-core, 14 nm, ARM Mali-T720 GPU",ARM Mali-T830,SM-G570M/DS Galaxy J5 Prime Duos 4G LTE,2.00
2654,"MediaTek MT6797M (Helio X20), 2016, 64 bit, deca-core, 20 nm, ARM Mali-T880 GPU",ARM Mali-T880MP4,Hongmi Note 4 / Redmi Note 4 Premium Edition Dual SIM TD-LTE CN 64GB 2016050,3.00
2655,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,ZenFone Go Dual SIM Global LTE ZB552KL 32GB,2.00
2656,"MediaTek MT6755M (Helio P10), 2015, 64 bit, octa-core, 28 nm, ARM Mali-T860 GPU",Qualcomm Adreno 306,Blade V7 Max Dual SIM TD-LTE JP,3.00
2657,"Qualcomm Snapdragon 821 MSM8996AC Pro, 2016, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,Mi 5s Plus Standard Edition Dual SIM TD-LTE CN 64GB / Mi5S Plus 2016070,4.00
2658,"Qualcomm Snapdragon 820 MSM8996 Lite, 2015, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,Moto Z TD-LTE 64GB XT1650-03,4.00
2659,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,K500J X Series X Screen 4G LTE LGU31,2.00
2660,"Qualcomm Snapdragon 821 MSM8996AB Pro, 2016, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,Mi 5s Standard Edition Dual SIM TD-LTE 64GB / Mi5S 2015711,3.00
2661,"Samsung Exynos 7 Octa 7870 (Joshua), 2016, 64 bit, octa-core, 14 nm, ARM Mali-T830 GPU",ARM Mali-T830,SM-P585M Galaxy Tab A 10.1 2016 with S Pen 4G LTE,3.00
2662,"Qualcomm Snapdragon 821 MSM8996AC Pro, 2016, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,Mi 5s Plus Premium Edition Dual SIM TD-LTE CN 128GB / Mi5S Plus 2016070,6.00
2663,"MediaTek MT6753, 2015, 64 bit, octa-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,U15 Pro Dual SIM LTE,3.00
2664,"Qualcomm Snapdragon 820 MSM8996, 2015, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,BlackBerry DTEK60 Global TD-LTE BBA100-2 / Argon ,4.00
2665,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,ZenFone 3 5.2 Dual SIM TD-LTE CN ZE520KL 32GB,3.00
2666,"MediaTek MT6735A, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,Water 11 Dual SIM TD-LTE,3.00
2667,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,ZenFone 3 5.2 Dual SIM TD-LTE TW JP HK ZE520KL 64GB,4.00
2668,"Qualcomm Snapdragon 653 MSM8976SG / MSM8976 Pro, 2016, 64 bit, octa-core, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 510 GPU",Qualcomm Adreno 510,SM-C9000 Galaxy C9 Pro Duos TD-LTE 64GB,6.00
2669,"MediaTek MT6735P, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,Modena 2 Dual SIM TD-LTE ,2.00
2670,"MediaTek MT6797M (Helio X20), 2016, 64 bit, deca-core, 20 nm, ARM Mali-T880 GPU",ARM Mali-T880MP4,Hongmi Note 4 / Redmi Note 4 Dual SIM TD-LTE TW 64GB 2016050,3.00
2671,"Qualcomm Snapdragon 820 MSM8996, 2015, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,H990 V20 TD-LTE / H990TR,4.00
2672,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,K6 Note Dual SIM LTE 32GB,3.00
2673,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,K6 Power Dual SIM LTE 32GB,3.00
2674,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,K6 Dual SIM LTE 16GB,2.00
2675,"Qualcomm Snapdragon 210 MSM8909, 2014, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,One Touch Ideal LTE 4060A,1.00
2676,"Qualcomm Snapdragon 821 MSM8996AC Pro, 2016, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,X720 Le Pro3 Special Edition Dual SIM TD-LTE 64GB,4.00
2677,"MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",ARM Mali-400MP2,A1010a20 A Plus Dual SIM,1.00
2678,"MediaTek MT6753, 2015, 64 bit, octa-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,Vivo 5R Dual SIM LTE,3.00
2679,"Intel Celeron N3060 (Braswell), 2016, 64 bit, quad-core, 2048 Kbyte L2, 14 nm, Intel HD Graphics 400 GPU",Intel HD Graphics 400,Chromebook 11 G5 32GB,4.00
2680,"HiSilicon Honor KIRIN950, 2015, 64 bit, octa-core, 48 Kbyte I-Cache, 32 Kbyte D-Cache, 16 nm, ARM Mali-T880 GPU",ARM Mali-T880MP4,MediaPad M3 WiFi BTV-W09 32GB,4.00
2681,"HiSilicon Honor KIRIN950, 2015, 64 bit, octa-core, 48 Kbyte I-Cache, 32 Kbyte D-Cache, 16 nm, ARM Mali-T880 GPU",ARM Mali-T880MP4,Honor 8 Premium Edition Dual SIM LTE-A US FRD-L14,4.00
2682,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,ZenFone 3 5.2 Dual SIM Global LTE ZE520KL 64GB,4.00
2683,"HiSilicon Honor KIRIN950, 2015, 64 bit, octa-core, 48 Kbyte I-Cache, 32 Kbyte D-Cache, 16 nm, ARM Mali-T880 GPU",ARM Mali-T880MP4,Honor 8 Premium Edition Dual SIM LTE-A FRD-L19,4.00
2684,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,A59s Dual SIM TD-LTE A59sm,4.00
2685,"Qualcomm Snapdragon 820 MSM8996, 2015, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,950 Dual SIM TD-LTE,4.00
2686,"Qualcomm Snapdragon 821 MSM8996AC Pro, 2016, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,X720 Le Pro3 Special Edition Dual SIM TD-LTE 128GB,6.00
2687,"Intel Celeron N3060 (Braswell), 2016, 64 bit, quad-core, 2048 Kbyte L2, 14 nm, Intel HD Graphics 400 GPU",Intel HD Graphics 400,Chromebook 11 G5 16GB,4.00
2688,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,ZenFone 3 Max Dual SIM TD-LTE CN ZC520TL 16GB,2.00
2689,"Apple A9 APL1022 (S8003), 2015, 64 bit, dual-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 3072 Kbyte L2, 4096 Kbyte L3, 16 nm, IMG PowerVR GT7600 GPU",PowerVR GT7600,iPhone 6s A1688 TD-LTE 32GB,2.00
2690,"Qualcomm Snapdragon 820 MSM8996, 2015, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,Aquos P1 TD-LTE / P1X,3.00
2691,"Apple A9 APL1022 (S8003), 2015, 64 bit, dual-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 3072 Kbyte L2, 4096 Kbyte L3, 16 nm, IMG PowerVR GT7600 GPU",PowerVR GT7600,iPhone 6s Plus A1687 TD-LTE 32GB,2.00
2692,"Qualcomm Snapdragon 821 MSM8996AC Pro, 2016, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,X720 Le Pro3 Standard Edition Dual SIM TD-LTE 32GB,4.00
2693,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,ZenFone 3 Max 5.5 Dual SIM TD-LTE IN ZC553KL,2.00
2694,"Qualcomm Snapdragon 617 MSM8952, 2015, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,DuraForce Pro TD-LTE E6830,3.00
2695,"Qualcomm Snapdragon 615 MSM8939, 2014, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,S507 TD-LTE Dual SIM,2.00
2696,"Apple S2 (T8002), 2016, 32 bit, dual-core",Qualcomm Adreno 405,Watch Series 2 Hermes 38mm A1757,512
2697,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,ZenFone 3 Max 5.5 Dual SIM TD-LTE TW JP HK ZC553KL,3.00
2698,"Apple S2 (T8002), 2016, 32 bit, dual-core",PowerVR SGX543,Watch Edition Series 2 42mm A1817,512
2699,"Qualcomm Snapdragon 400 MSM8928, 2013, 32 bit, quad-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 305 GPU",Qualcomm Adreno 305,Desire 10 Lifestyle TD-LTE 32GB D10u,3.00
2700,"Apple S2 (T8002), 2016, 32 bit, dual-core",PowerVR SGX543,Watch Series 2 Hermes 42mm A1758,512
2701,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,ZenFone Go Dual SIM LTE EU ZB450KL,1.00
2702,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,520 TD-LTE Dual SIM,3.00
2703,"Samsung Exynos 7 Octa 7420, 2015, 64 bit, octa-core, 2048 Kbyte L2, 14 nm, ARM Mali-T760 GPU",ARM Mali-T760MP8,SM-A810F/DS Galaxy A8 2016 Duos TD-LTE,3.00
2704,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,ZenFone Go Dual SIM TD-LTE IN ZB450KL,1.00
2705,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,ZenFone 3 Max 5.5 Global Dual SIM LTE ZC553KL,3.00
2706,"Apple S2 (T8002), 2016, 32 bit, dual-core",Qualcomm Adreno 505,Watch Edition Series 2 38mm A1816,512
2707,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,ZenFone Go Dual SIM TD-LTE TW ZB450KL,1.00
2708,"Qualcomm Snapdragon 821 MSM8996AB Pro, 2016, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,Mi 5s Premium Edition Dual SIM TD-LTE 128GB / Mi5S 2015711,4.00
2709,"Qualcomm Snapdragon 400 MSM8928, 2013, 32 bit, quad-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 305 GPU",Qualcomm Adreno 305,Desire 10 Lifestyle TD-LTE 16GB D10u,2.00
2710,"Samsung Exynos 7 Quad 7570, 2016, 64 bit, quad-core, 14 nm, ARM Mali-T720 GPU",ARM Mali-T720,SM-G570F/DS Galaxy J5 Prime Duos TD-LTE 16GB / SM-G570F/DD,2.00
2711,"Qualcomm Snapdragon 821 MSM8996AC Pro, 2016, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,X720 Le Pro3 Standard Edition Dual SIM TD-LTE 64GB / LEX720 Le 3 Pro,6.00
2712,"MediaTek MT6755 (Helio P10), 2015, 64 bit, octa-core, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,Desire 10 pro Dual SIM TD-LTE D10i,4.00
2713,"Samsung Exynos 7 Octa 7870 (Joshua), 2016, 64 bit, octa-core, 14 nm, ARM Mali-T830 GPU",ARM Mali-T830MP2,SM-G610F/DS Galaxy J7 Prime Duos TD-LTE 16GB,3.00
2714,"Qualcomm Snapdragon 820 MSM8996, 2015, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,BlackBerry DTEK60 LTE-A AM BBA100-1 / Argon,4.00
2715,"MediaTek MT6735P, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,A7700 Dual SIM TD-LTE,2.00
2716,"Apple S2 (T8002), 2016, 32 bit, dual-core",ARM Mali-T720MP2,Watch Series 2 Nike+ 38mm A1757,512
2717,"Apple S2 (T8002), 2016, 32 bit, dual-core",PowerVR SGX543,Watch Series 2 Nike+ 42mm A1758,512
2718,"MediaTek MT6735M, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,V5 TD-LTE Dual SIM,1.00
2719,"Apple A10 Fusion APL1024 (T8010), 2016, 64 bit, quad-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 3072 Kbyte L2, 4096 Kbyte L3, 16 nm, PowerVR GT7600 Plus GPU",PowerVR GT7600 Plus,iPhone 7 Plus A1786 TD-LTE CN 128GB,3.00
2720,"Qualcomm Snapdragon 210 MSM8909, 2014, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,T9 TD-LTE Dual SIM,1.00
2721,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,BV0730 Blade A2 Plus Dual SIM TD-LTE ,3.00
2722,"Apple A10 Fusion APL1024 (T8010), 2016, 64 bit, quad-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 3072 Kbyte L2, 4096 Kbyte L3, 16 nm, PowerVR GT7600 Plus GPU",PowerVR GT7600 Plus,iPhone 7 A1780 TD-LTE CN 128GB,2.00
2723,"Qualcomm Snapdragon 212 MSM8909v2, 2015, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,US610 X Series X Power LTE,2.00
2724,"Apple A10 Fusion APL1024 (T8010), 2016, 64 bit, quad-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 3072 Kbyte L2, 4096 Kbyte L3, 16 nm, PowerVR GT7600 Plus GPU",PowerVR GT7600 Plus,iPhone 7 Plus A1784 TD-LTE 128GB,3.00
2725,"MediaTek MT8735, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,Iconia Talk S A1-734 LTE Dual SIM 16GB,2.00
2726,"MediaTek MT6755M (Helio P10), 2015, 64 bit, octa-core, 28 nm, ARM Mali-T860 GPU",Qualcomm Adreno 304,LS755 X Series X Power TD-LTE,2.00
2727,"Apple A10 Fusion APL1024 (T8010), 2016, 64 bit, quad-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 3072 Kbyte L2, 4096 Kbyte L3, 16 nm, PowerVR GT7600 Plus GPU",PowerVR GT7600 Plus,iPhone 7 A1778 TD-LTE 256GB,2.00
2728,"Apple A10 Fusion APL1024 (T8010), 2016, 64 bit, quad-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 3072 Kbyte L2, 4096 Kbyte L3, 16 nm, PowerVR GT7600 Plus GPU",PowerVR GT7600 Plus,iPhone 7 Plus A1785 TD-LTE JP 256GB,3.00
2729,"MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",ARM Mali-400MP2,T44 Lite Dual SIM,512
2730,"MediaTek MT6735P, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,B770S TD-LTE Dual SIM ,2.00
2731,"Qualcomm Snapdragon 820 MSM8996, 2015, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,H990ds V20 Dual SIM TD-LTE,4.00
2732,"Apple S2 (T8002), 2016, 32 bit, dual-core",Qualcomm Adreno 530,Watch Series 2 42mm A1758,512
2733,"Samsung Exynos 7 Octa 7870 (Joshua), 2016, 64 bit, octa-core, 14 nm, ARM Mali-T830 GPU",ARM Mali-T830,SM-P585N Galaxy Tab A 10.1 2016 with S Pen 4G LTE / SM-P585N0,3.00
2734,"Apple A9 APL1022 (S8003), 2015, 64 bit, dual-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 3072 Kbyte L2, 4096 Kbyte L3, 16 nm, IMG PowerVR GT7600 GPU",PowerVR GT7600,iPhone 6s Plus A1634 TD-LTE 32GB,2.00
2735,"Apple A9 APL1022 (S8003), 2015, 64 bit, dual-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 3072 Kbyte L2, 4096 Kbyte L3, 16 nm, IMG PowerVR GT7600 GPU",PowerVR GT7600,iPhone 6s A1633 TD-LTE 32GB,2.00
2736,"Apple A10 Fusion APL1024 (T8010), 2016, 64 bit, quad-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 3072 Kbyte L2, 4096 Kbyte L3, 16 nm, PowerVR GT7600 Plus GPU",PowerVR GT7600 Plus,iPhone 7 Plus A1785 TD-LTE JP 128GB,3.00
2737,"Samsung Exynos 7 Octa 7870 (Joshua), 2016, 64 bit, octa-core, 14 nm, ARM Mali-T830 GPU",ARM Mali-T830,SM-P580 Galaxy Tab A 10.1 2016 with S Pen WiFi,3.00
2738,"Apple A10 Fusion APL1024 (T8010), 2016, 64 bit, quad-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 3072 Kbyte L2, 4096 Kbyte L3, 16 nm, PowerVR GT7600 Plus GPU",PowerVR GT7600 Plus,iPhone 7 A1779 TD-LTE JP 256GB,2.00
2739,"Samsung Exynos 7 Octa 7870 (Joshua), 2016, 64 bit, octa-core, 14 nm, ARM Mali-T830 GPU",ARM Mali-T830,SM-P585Y Galaxy Tab A 10.1 2016 with S Pen TD-LTE,3.00
2740,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Moto Z Play Dual SIM TD-LTE CN XT1635-03,3.00
2741,"Rockchip RK3368, 2015, 64 bit, octa-core, IMG PowerVR SGX GPU",PowerVR SGX6110,Elements 133 Oxygen,2.00
2742,"Apple A10 Fusion APL1024 (T8010), 2016, 64 bit, quad-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 3072 Kbyte L2, 4096 Kbyte L3, 16 nm, PowerVR GT7600 Plus GPU",PowerVR GT7600 Plus,iPhone 7 Plus A1661 TD-LTE 32GB,3.00
2743,"MediaTek MT6737T, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,50 Saphir LTE Dual SIM,2.00
2744,"Apple S1P (T8002), 2016, 32 bit, dual-core",PowerVR SGX543,Watch Series 1 38mm A1802,512
2745,"Apple S1P (T8002), 2016, 32 bit, dual-core",PowerVR SGX543,Watch Series 1 42mm A1803,512
2746,"Apple A10 Fusion APL1024 (T8010), 2016, 64 bit, quad-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 3072 Kbyte L2, 4096 Kbyte L3, 16 nm, PowerVR GT7600 Plus GPU",PowerVR GT7600 Plus,iPhone 7 A1660 TD-LTE 256GB,2.00
2747,"MediaTek MT6755 (Helio P10), 2015, 64 bit, octa-core, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,Pure XR LTE-A Dual SIM ,4.00
2748,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,ZenFone 3 Deluxe 5.5 Dual SIM Global TD-LTE 64GB ZS550KL,4.00
2749,"Qualcomm Snapdragon 820 MSM8996, 2015, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,US996 V20 LTE-A / H990T,4.00
2750,"MediaTek MT2601, 2015, 32 bit, dual-core, 28 nm, ARM Mali-400 GPU",Qualcomm Adreno 530,M600 GPS Sports Watch,512
2751,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,ZenFone Go Dual SIM LTE WW ZB450KL,1.00
